Name,Price_For_One,Cuisines,Rating,Urls
PVR Café,₹100 for one,"Fast Food, Momos, Beverages",3.5,https://www.zomato.com/bangalore/pvr-café-koramangala-7th-block-bangalore/order
Savitha Family Restaurant,₹100 for one,"North Indian, Chinese, Seafood, Mughlai, Desserts, Beverages, Sichuan",3.7,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block/order
Hatti Kaapi,₹100 for one,"Beverages, Fast Food, Coffee",3.6,https://www.zomato.com/bangalore/hatti-kaapi-basavanagudi-bangalore/order
Big Chicken,₹100 for one,"Burger, Sandwich, Rolls, Wraps, Beverages, Shake",4.2,https://www.zomato.com/bangalore/big-chicken-kammanahalli/order
Sarangi,₹100 for one,"North Indian, South Indian, Chinese, Biryani",3.4,https://www.zomato.com/bangalore/sarangi-rajajinagar-bangalore/order
Starboy Pizza & Shakes,₹100 for one,"Pizza, Italian, Desserts, Beverages",3.2,https://www.zomato.com/bangalore/starboy-pizza-shakes-koramangala-7th-block-bangalore/order
Mini Samrat Chalukya,₹100 for one,"South Indian, North Indian, Chinese",4.1,https://www.zomato.com/bangalore/mini-samrat-chalukya-vasanth-nagar-bangalore/order
S M V Snacks Corner,₹100 for one,"Fast Food, Street Food, Ice Cream, Desserts, Sichuan",4.1,https://www.zomato.com/bangalore/s-m-v-snacks-corner-basavanagudi/order
Just Bake - Cakes & Confectioners,₹100 for one,"Bakery, Desserts",3.3,https://www.zomato.com/bangalore/just-bake-cakes-confectioners-btm-bangalore/order
Punjab Grill,₹100 for one,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages",New,https://www.zomato.com/bangalore/punjab-grill-brigade-road-bangalore/order
The Brooklyn Creamery - Healthy Ice Cream,₹100 for one,"Ice Cream, Desserts",4.1,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-langford-town-bangalore/order
Sree Spicy Hub,₹100 for one,"Andhra, Biryani, South Indian, North Indian, Chinese",3.7,https://www.zomato.com/bangalore/sree-spicy-hub-jeevan-bhima-nagar/order
AL Bain Restaurant,₹100 for one,"North Indian, Arabian, Chinese, Lebanese, Desserts, Beverages",3.6,https://www.zomato.com/bangalore/al-bain-restaurant-kammanahalli-bangalore/order
Chai Days,₹100 for one,"Beverages, Fast Food, Street Food, Tea",4.3,https://www.zomato.com/bangalore/chai-days-koramangala-5th-block-bangalore/order
Bathinda Junction,₹100 for one,"North Indian, Chinese, Mughlai, Desserts, Beverages",4,https://www.zomato.com/bangalore/bathinda-junction-koramangala-7th-block-bangalore/order
Pai Vihar,₹100 for one,"South Indian, Street Food, Chinese, North Indian, Biryani, Fast Food, Desserts, Beverages",4.1,https://www.zomato.com/bangalore/pai-vihar-city-market/order
Venus Biryani,₹200 for one,"Biryani, Chettinad",3.9,https://www.zomato.com/bangalore/venus-biryani-domlur/order
Temperature Juice Bar,₹200 for one,"Beverages, Shake, Healthy Food, Street Food",4,https://www.zomato.com/bangalore/temperature-juice-bar-btm-bangalore/order
Sri Krishna Sweets,₹200 for one,Mithai,4.4,https://www.zomato.com/bangalore/sri-krishna-sweets-malleshwaram/order
Panchami,₹200 for one,"North Indian, Chinese, Street Food, Fast Food, Beverages",4.2,https://www.zomato.com/bangalore/panchami-banashankari/order
Melange - By Asha Sweet Center,₹200 for one,"Fast Food, Pizza, Sandwich, Beverages",4.3,https://www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order
Karnataka Chicken Biryani Point,₹200 for one,"Biryani, Kebab, Chinese, South Indian, Sichuan",3.5,https://www.zomato.com/bangalore/karnataka-chicken-biryani-point-basaveshwara-nagar-bangalore/order
Sai Cafe Veg,₹200 for one,"Street Food, South Indian, Chinese, Beverages, Sichuan",3.9,https://www.zomato.com/bangalore/sai-cafe-veg-malleshwaram-bangalore/order
Plan B,₹200 for one,"American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages",4.1,https://www.zomato.com/bangalore/plan-b-brigade-road/order
Slay Coffee Bar,₹200 for one,"Coffee, Sandwich",4.1,https://www.zomato.com/bangalore/slay-coffee-bar-st-marks-road-bangalore/order
RR Vatika,₹200 for one,"Street Food, Chinese, Sandwich, North Indian, Desserts, Beverages",3.9,https://www.zomato.com/bangalore/rr-vatika-jayanagar-bangalore/order
Andhra Ruchulu,₹200 for one,"Andhra, Biryani, North Indian, Chinese, Desserts, Juices",4,https://www.zomato.com/bangalore/andhra-ruchulu-sankey-road-bangalore/order
Prasuma Momo Kitchen,₹200 for one,"Momos, Chinese, Japanese",4.3,https://www.zomato.com/bangalore/prasuma-momo-kitchen-koramangala-7th-block-bangalore/order
Ice Fort,₹100 for one,"Ice Cream, Desserts, Beverages, Shake, Sandwich",4.6,https://www.zomato.com/bangalore/ice-fort-basaveshwara-nagar/order
Bowl Soul,₹100 for one,"Fast Food, Beverages",3.6,https://www.zomato.com/bangalore/bowl-soul-richmond-town-bangalore/order
Shree Chats Point Bangarpete Pani Puri,₹100 for one,Street Food,3.9,https://www.zomato.com/bangalore/shree-chats-point-bangarpete-pani-puri-indiranagar-bangalore/order
Uttara Karnatakada Gama Gama,₹100 for one,South Indian,4.2,https://www.zomato.com/bangalore/uttara-karnatakada-gama-gama-basavanagudi-bangalore/order
Bist Dhaba,₹100 for one,"Chinese, North Indian",3.6,https://www.zomato.com/bangalore/bist-dhaba-btm-bangalore/order
Uncle Peter's Pancakes,₹100 for one,"American, French, Desserts, Fast Food, Beverages",4,https://www.zomato.com/bangalore/uncle-peters-pancakes-indiranagar-bangalore/order
Savoury - Sea Shell Restaurant,₹100 for one,"Arabian, North Indian, Chinese, Fast Food, Kerala, Mughlai, Desserts, Beverages",4,https://www.zomato.com/bangalore/savoury-sea-shell-restaurant-btm-bangalore/order
Craving O Clock,₹100 for one,"Burger, Sandwich, Wraps, Street Food, Fast Food, Shake",4.3,https://www.zomato.com/bangalore/craving-o-clock-btm-bangalore/order
Green Chilly,₹100 for one,"North Indian, Chinese, Beverages, Shake",4.3,https://www.zomato.com/bangalore/green-chilly-rajajinagar-bangalore/order
Sanky's Burger House,₹100 for one,"Sandwich, Burger, Fast Food, Shake, Beverages",4.3,https://www.zomato.com/bangalore/sankys-burger-house-hennur/order
Fiero! Pizzeria,₹100 for one,"Pizza, Fast Food",4,https://www.zomato.com/bangalore/fiero-pizzeria-koramangala-6th-block-bangalore/order
Castle Restaurant,₹100 for one,"South Indian, North Indian, Chinese",4.1,https://www.zomato.com/bangalore/castle-restaurant-btm-bangalore/order
Lazeez,₹150 for one,"North Indian, Mughlai, Biryani, Kebab, Rolls",3.9,https://www.zomato.com/bangalore/lazeez-koramangala-5th-block/order
Shyamji's Chole Bhature,₹150 for one,"North Indian, Street Food",4.1,https://www.zomato.com/bangalore/shyamjis-chole-bhature-rajajinagar-bangalore/order
Udupi Ahara,₹150 for one,"South Indian, North Indian, Chinese",4,https://www.zomato.com/bangalore/udupi-ahara-rajajinagar-bangalore/order
Madurai Parotta House,₹150 for one,"North Indian, South Indian, Chinese",3.3,https://www.zomato.com/bangalore/madurai-parotta-house-btm-bangalore/order
Wack Waffles & Brownies,₹150 for one,"Waffle, Desserts, Beverages",4,https://www.zomato.com/bangalore/wack-waffles-brownies-koramangala-5th-block-bangalore/order
Tapri By The Corner,₹150 for one,"North Indian, Chinese",3.8,https://www.zomato.com/bangalore/tapri-by-the-corner-koramangala-5th-block/order
Sreeraj Lassi Bar,₹150 for one,"Juices, Shake, Beverages, Salad, Fast Food, Ice Cream, Desserts",4.3,https://www.zomato.com/bangalore/sreeraj-lassi-bar-hbr-layout-bangalore/order
Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,₹150 for one,"South Indian, Mithai",4.1,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-basavanagudi-bangalore/order
Parkview,₹150 for one,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Desserts",4.1,https://www.zomato.com/bangalore/parkview-jp-nagar/order
Snacks Corner,₹150 for one,"Chinese, North Indian, Rolls, Momos, Fast Food, Sichuan",3.9,https://www.zomato.com/bangalore/snacks-corner-jeevan-bhima-nagar-bangalore/order
Shahi Family Restaurant,₹150 for one,"North Indian, Chinese, South Indian, Biryani",3.4,https://www.zomato.com/bangalore/shahi-family-restaurant-ulsoor-bangalore/order
Nisarga Garden,₹150 for one,"South Indian, Chinese, North Indian, Biryani, Desserts, Ice Cream, Juices, Beverages",4.1,https://www.zomato.com/bangalore/nisarga-garden-1-basavanagudi-bangalore/order
Nisarga,₹250 for one,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",4.1,https://www.zomato.com/bangalore/nisarga-vijay-nagar/order
Sri Krishna Sagar,₹250 for one,"South Indian, North Indian, Chinese, Fast Food, Street Food",3.7,https://www.zomato.com/bangalore/sri-krishna-sagar-2-btm/order
Bonomi,₹250 for one,Beverages,-,https://www.zomato.com/bangalore/bonomi-commercial-street-bangalore/order
Donne Biriyanis Junction,₹250 for one,"Biryani, South Indian",3.3,https://www.zomato.com/bangalore/donne-biriyanis-junction-kammanahalli-bangalore/order
Juice Junction & Snacks,₹250 for one,"Fast Food, Sandwich, Rolls, Beverages, Shake, Juices",4.1,https://www.zomato.com/bangalore/juice-junction-snacks-jayanagar-bangalore/order
Cafe Noir,₹250 for one,"Continental, Italian, French, American, Waffle, Beverages, Desserts",3.9,https://www.zomato.com/bangalore/cafe-noir-lavelle-road/order
Lassi N Cafe,₹250 for one,"Beverages, Fast Food, Burger, Sandwich, Pizza, Desserts, Shake",4,https://www.zomato.com/bangalore/lassi-n-cafe-1-banashankari-bangalore/order
Kartik's Mithai Shoppe,₹250 for one,"Mithai, Street Food",4.3,https://www.zomato.com/bangalore/kartiks-mithai-shoppe-indiranagar/order
New York Waffles & Dinges,₹250 for one,"Waffle, Bakery, Ice Cream, Desserts, Beverages",3.6,https://www.zomato.com/bangalore/new-york-waffles-dinges-koramangala-5th-block-bangalore/order
Nasi And Mee,₹250 for one,"Asian, Japanese, Singaporean, Malaysian, Thai",4.1,https://www.zomato.com/bangalore/nasi-and-mee-koramangala-4th-block/order
Sri Ganesh Juice Junction,₹250 for one,"Beverages, Juices, Fast Food, Shake",3.8,https://www.zomato.com/bangalore/sri-ganesh-juice-junction-koramangala-5th-block-bangalore/order
Chakum Chukum Calcutta On A Roll,₹250 for one,"Rolls, North Indian, Fast Food, Beverages",4.2,https://www.zomato.com/bangalore/chakum-chukum-calcutta-on-a-roll-1-indiranagar/order
Get Cake'd,₹50 for one,"Bakery, Desserts, Fast Food",4.3,https://www.zomato.com/bangalore/get-caked-basavanagudi-bangalore/order
Beegara Mane Baaduta,₹50 for one,"South Indian, Chinese, Mughlai, Street Food",3.5,https://www.zomato.com/bangalore/beegara-mane-baaduta-vijay-nagar-bangalore/order
HRX by EatFit,₹50 for one,"Healthy Food, Beverages, Mediterranean, Burger, Desserts, Wraps, Pizza, Salad",4,https://www.zomato.com/bangalore/hrx-by-eatfit-cunningham-road-bangalore/order
Gowda's Nati Cafe,₹50 for one,"Biryani, South Indian, Chinese",3.5,https://www.zomato.com/bangalore/gowdas-nati-cafe-1-btm-bangalore/order
Al - Pizzalicious,₹50 for one,"Fast Food, Pizza, Burger, Sandwich",3.9,https://www.zomato.com/bangalore/al-pizzalicious-ulsoor-bangalore/order
Gowdara Hatti,₹50 for one,"South Indian, Biryani",4.1,https://www.zomato.com/bangalore/gowdara-hatti-malleshwaram/order
Pizza House,₹50 for one,"Burger, Pizza, Street Food, Fast Food, Shake, Beverages, Ice Cream",4,https://www.zomato.com/bangalore/pizza-house-frazer-town-bangalore/order
JCB - Just Chole Bhature,₹50 for one,"North Indian, Street Food, Sichuan",3.8,https://www.zomato.com/bangalore/jcb-just-chole-bhature-jayanagar-bangalore/order
Elixir - Luxury Pearls Drink,₹50 for one,"Beverages, Bubble Tea, Ice Cream",4.4,https://www.zomato.com/bangalore/elixir-luxury-pearls-drink-koramangala-7th-block-bangalore/order
Udupi Upahar Veg Restuarant,₹50 for one,"North Indian, South Indian, Fast Food, Chinese, Ice Cream, Beverages, Shake, Sichuan",4,https://www.zomato.com/bangalore/udupi-upahar-veg-restuarant-rt-nagar-bangalore/order
Halli Mane Donne Biriyani Nati Style,₹50 for one,"Fast Food, Chinese, North Indian, Shawarma, Mughlai",3.7,https://www.zomato.com/bangalore/halli-mane-donne-biriyani-nati-style-vijay-nagar-bangalore/order
Great Pizza's,₹50 for one,"Pizza, Beverages",3.1,https://www.zomato.com/bangalore/great-pizzas-kammanahalli-bangalore/order
New Kadai Family Restaurant,₹200 for one,"Chinese, Kebab, South Indian, North Indian, Fast Food, Beverages, Desserts, Shake",3.7,https://www.zomato.com/bangalore/new-kadai-family-restaurant-rt-nagar-bangalore/order
Cake Pastries,₹200 for one,Bakery,4.2,https://www.zomato.com/bangalore/cake-pastries-rajajinagar-bangalore/order
Indian Chicken Biriyani Point,₹200 for one,"Biryani, South Indian",4,https://www.zomato.com/bangalore/indian-chicken-biriyani-point-vijay-nagar-bangalore/order
Uttara Karnataka Rotti Mane,₹200 for one,South Indian,3.7,https://www.zomato.com/bangalore/uttara-karnataka-rotti-mane-basaveshwara-nagar/order
Sorbetto,₹200 for one,"Ice Cream, Desserts, Shake, Pancake, Beverages",4.3,https://www.zomato.com/bangalore/sorbetto-2-vijay-nagar-bangalore/order
Dilawar,₹200 for one,"Lebanese, North Indian, Mughlai, Rolls, Kebab",4.1,https://www.zomato.com/bangalore/dilawar-hennur-bangalore/order
Happy Belly Bakes,₹200 for one,"Bakery, Desserts, Cafe, Beverages",4.6,https://www.zomato.com/bangalore/happy-belly-bakes-mg-road/order
Taiki,₹200 for one,"Japanese, Korean, Asian, Sushi, Beverages",4.2,https://www.zomato.com/bangalore/taiki-jayanagar-bangalore/order
Broast Khan,₹200 for one,"Fast Food, Shawarma, Rolls, Pizza, Burger, Pasta, Beverages",4.1,https://www.zomato.com/bangalore/broast-khan-kammanahalli-bangalore/order
Pizza Joint,₹200 for one,"Pizza, Fast Food",3.8,https://www.zomato.com/bangalore/pizza-joint-malleshwaram-bangalore/order
Hotel Green Tara,₹200 for one,"Chinese, Tibetan, Sichuan",4.3,https://www.zomato.com/bangalore/hotel-green-tara-brigade-road/order
Malabar,₹200 for one,"South Indian, Kerala, Biryani, Street Food, Beverages",3.8,https://www.zomato.com/bangalore/malabar-jeevan-bhima-nagar/order
O4H - Order For Health,₹250 for one,"Healthy Food, Salad, Beverages",4.3,https://www.zomato.com/bangalore/o4h-order-for-health-btm-bangalore/order
Havmor Ice Cream,₹250 for one,"Desserts, Ice Cream, Beverages",3.4,https://www.zomato.com/bangalore/havmor-ice-cream-seshadripuram-bangalore/order
Tiwari's Ghee Paratha And Chaats,₹250 for one,"North Indian, Rajasthani, Street Food",3.7,https://www.zomato.com/bangalore/tiwaris-ghee-paratha-and-chaats-basavanagudi-bangalore/order
New Rajanna Military Hotel,₹250 for one,"Biryani, South Indian",3.9,https://www.zomato.com/bangalore/new-rajanna-military-hotel-rajajinagar-bangalore/order
Green Onion,₹250 for one,"Chinese, Seafood, Sichuan",4.2,https://www.zomato.com/bangalore/green-onion-residency-road/order
Holige Mane,₹250 for one,South Indian,4.3,https://www.zomato.com/bangalore/holige-mane-vijay-nagar/order
Asia Kitchen By Mainland China,₹250 for one,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",4.3,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-church-street-bangalore/order
Delhi Biryani Point,₹250 for one,Biryani,4.1,https://www.zomato.com/bangalore/delhi-biryani-point-btm-bangalore/order
Om Meal And Paratha Junction,₹250 for one,"North Indian, Street Food, Chinese, Beverages",3.6,https://www.zomato.com/bangalore/om-meal-and-paratha-junction-domlur-bangalore/order
Aadvik Ka Kitchen,₹250 for one,"North Indian, Chinese, South Indian, Street Food, Beverages, Sichuan",3.9,https://www.zomato.com/bangalore/aadvik-ka-kitchen-2-rt-nagar-bangalore/order
Garden Fresh,₹250 for one,"Beverages, Juices, Healthy Food",4.2,https://www.zomato.com/bangalore/garden-fresh-btm/order
Krishnam Veg,₹250 for one,"South Indian, North Indian, Chinese, Biryani, Street Food, Fast Food, Ice Cream, Beverages",4.1,https://www.zomato.com/bangalore/krishnam-veg-shanti-nagar-bangalore/order
Yak's Kitchen,₹200 for one,"Tibetan, Sushi, Chinese, Beverages",4.1,https://www.zomato.com/bangalore/yaks-kitchen-shanti-nagar-bangalore/order
Jodhpur Sweets,₹200 for one,"Mithai, Street Food",4.1,https://www.zomato.com/bangalore/jodhpur-sweets-jayanagar-bangalore/order
Chef Master,₹200 for one,"Biryani, Seafood, Kerala, North Indian, South Indian, Chinese, Beverages",3.9,https://www.zomato.com/bangalore/chef-master-jayanagar-bangalore/order
Donne Biriyani Mane,₹200 for one,"South Indian, Biryani",4.2,https://www.zomato.com/bangalore/donne-biriyani-mane-basaveshwara-nagar/order
Sri Durga Chats & Ice Cream Parlor,₹200 for one,"Fast Food, Street Food, Desserts",3.9,https://www.zomato.com/bangalore/sri-durga-chats-ice-cream-parlor-vijay-nagar-bangalore/order
Sendhoor Coffee,₹200 for one,"South Indian, Beverages",4,https://www.zomato.com/bangalore/sendhoor-coffee-indiranagar-bangalore/order
Suryawanshi,₹200 for one,"Maharashtrian, Seafood, Beverages, Desserts",3.8,https://www.zomato.com/bangalore/suryawanshi-indiranagar/order
You Mee,₹200 for one,"Japanese, Asian, Sushi",4.1,https://www.zomato.com/bangalore/you-mee-malleshwaram-bangalore/order
Sweet Bake - Cake And Desserts,₹200 for one,"Bakery, Desserts",3.8,https://www.zomato.com/bangalore/sweet-bake-cake-and-desserts-3-koramangala-7th-block-bangalore/order
Sri Maruthi Miltry Hotel,₹200 for one,"South Indian, Biryani, Chinese",3.6,https://www.zomato.com/bangalore/sri-maruthi-miltry-hotel-rajajinagar/order
The Jabzz Kitchen,₹200 for one,"Chinese, Sichuan",3.7,https://www.zomato.com/bangalore/the-jabzz-kitchen-hbr-layout-bangalore/order
Hive Honey Cake,₹200 for one,Bakery,4.1,https://www.zomato.com/bangalore/hive-honey-cake-domlur-bangalore/order
Kabab Korner,₹250 for one,"North Indian, Chinese, Mughlai, Sichuan",4.2,https://www.zomato.com/bangalore/kabab-korner-st-marks-road/order
Tharavadu Malabar Biryani,₹250 for one,"Kerala, Biryani, South Indian, North Indian, Seafood",3.4,https://www.zomato.com/bangalore/tharavadu-malabar-biryani-koramangala-7th-block-bangalore/order
Rahhams,₹250 for one,"Biryani, Mughlai, North Indian, Kebab, Chinese",4.2,https://www.zomato.com/bangalore/rahhams-frazer-town-bangalore/order
ATH - All Things Healthy!,₹250 for one,"Healthy Food, North Indian, Sandwich, Rolls",4,https://www.zomato.com/bangalore/ath-all-things-healthy-domlur-bangalore/order
Turkish Chicken Company,₹250 for one,50+ orders placed from here recently,4.1,https://www.zomato.com/bangalore/turkish-chicken-company-jeevan-bhima-nagar-bangalore/order
Cheesecakes By CakeZone,₹250 for one,"Bakery, Desserts, Beverages, Ice Cream, Juices, Bengali, Mithai",3.6,https://www.zomato.com/bangalore/cheesecakes-by-cakezone-koramangala-6th-block-bangalore/order
Suchithra Biryani House,₹250 for one,"Biryani, North Indian, Chinese, Seafood, Mughlai",4.1,https://www.zomato.com/bangalore/suchithra-biryani-house-airport-road/order
Davanagere Benne Dose,₹250 for one,South Indian,4.2,https://www.zomato.com/bangalore/davanagere-benne-dose-2-jayanagar-bangalore/order
Goila Butter Chicken,₹250 for one,"North Indian, Mughlai, Biryani, Rolls",4,https://www.zomato.com/bangalore/goila-butter-chicken-koramangala-6th-block-bangalore/order
Kouzina Kafe - The Food Court,₹250 for one,"Fast Food, Bakery, Desserts",2.7,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-vasanth-nagar-bangalore/order
Thela Tapri,₹250 for one,"Street Food, North Indian, Sandwich, Fast Food, Tea, Beverages",4.1,https://www.zomato.com/bangalore/thela-tapri-btm-bangalore/order
Hotel Royal Darbar,₹250 for one,"North Indian, Chinese, Biryani, Street Food",4,https://www.zomato.com/bangalore/hotel-royal-darbar-banashankari-bangalore/order
Lassi Shop,₹100 for one,"Beverages, Ice Cream, Desserts, Shake",3.4,https://www.zomato.com/bangalore/lassi-shop-3-frazer-town-bangalore/order
Thalassery Restaurant Multi Cuisine,₹100 for one,"Kerala, South Indian, Seafood, North Indian, Chinese, Biryani, Ice Cream, Beverages",3.6,https://www.zomato.com/bangalore/thalassery-restaurant-multi-cuisine-richmond-town-bangalore/order
Delhi Food Point,₹100 for one,"North Indian, Beverages",3.6,https://www.zomato.com/bangalore/delhi-food-point-koramangala-1st-block/order
Kabab Magic Roll,₹100 for one,"Chinese, Fast Food, Rolls, BBQ",3.6,https://www.zomato.com/bangalore/kabab-magic-roll-1-richmond-road-bangalore/order
Lemon Leaf,₹100 for one,"North Indian, Mughlai, Chinese, Biryani, South Indian, Tea",4,https://www.zomato.com/bangalore/lemon-leaf-indiranagar-bangalore/order
Davanagere Benne Dose Manne,₹100 for one,South Indian,4.2,https://www.zomato.com/bangalore/davanagere-benne-dose-manne-basavanagudi-bangalore/order
Sinful Desserts,₹100 for one,"Beverages, Shake, Desserts",4,https://www.zomato.com/bangalore/sinful-desserts-domlur-bangalore/order
Sri Maruthi Gowda's Military Hotel,₹100 for one,South Indian,4.3,https://www.zomato.com/bangalore/sri-maruthi-gowdas-military-hotel-majestic-bangalore/order
Juice Junction,₹100 for one,"Beverages, Juices, Fast Food, Shake",4.4,https://www.zomato.com/bangalore/juice-junction-1-basavanagudi-bangalore/order
Srinidhi Sagar Deluxe,₹100 for one,"South Indian, North Indian, Chinese, Street Food, Shake, Sichuan",3.9,https://www.zomato.com/bangalore/srinidhi-sagar-deluxe-domlur/order
Hotel Salala,₹100 for one,"North Indian, South Indian, Chinese, Mughlai",3.8,https://www.zomato.com/bangalore/hotel-salala-airport-road/order
Smoke House Deli,₹100 for one,"Pasta, Italian, Pizza, Burger, Sandwich, Salad, Healthy Food",4.2,https://www.zomato.com/SmokeHouseDeli-LavelleRoad/order
Kolkata Famous Kati Rolls,₹100 for one,Rolls,4.2,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-rt-nagar-bangalore/order
Basaveshwar Khanavali,₹100 for one,South Indian,4.5,https://www.zomato.com/bangalore/basaveshwar-khanavali-jayanagar-bangalore/order
Taaka Chinese,₹100 for one,"Chinese, Asian, Oriental",3.2,https://www.zomato.com/bangalore/taaka-chinese-richmond-town-bangalore/order
